Review ID,Month,Property ID,Property Address,Borough,Neighborhood,Asset Type,Property Manager,Finding Owner,Review Type,Issue Category,Severity,Status,Finding Description,Recommendation,Recommended Follow-Up Priority
REV-0002081,2025-02-01,PROP-0170,465 WEST 23 STREET,Manhattan,CHELSEA,Mixed-Use Condo,Casey Rivera,Avery Johnson,Operations/SLA Review,Overdue work order,Medium,In Review,Medium priority Tenant Request work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Continue review
REV-0000103,2025-02-01,PROP-0021,1765 EAST 19 STREET,Brooklyn,MADISON,Multifamily Condo,Drew Thompson,Jordan Lee,Vendor Invoice Review,Late payment,Medium,Open,Invoice INV-0021-02-01283 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0001611,2025-02-01,PROP-0027,30 WEST 9 STREET,Manhattan,GREENWICH VILLAGE-CENTRAL,Multifamily Condo,Drew Thompson,Avery Johnson,Monthly Financial Review,Expense over budget,Medium,Open,Expense over budget detected for 2025-02-01. Expense variance 17.2%; income variance -8.8%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open item follow-up
REV-0002189,2025-02-01,PROP-0047,3536 CAMBRIDGE AVENUE,Bronx,RIVERDALE,Residential Condo,Drew Thompson,Drew Thompson,Operations/SLA Review,Overdue work order,Medium,Open,Medium priority Security work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open item follow-up
REV-0000362,2025-02-01,PROP-0109,121 WELLINGTON COURT,Staten Island,NEW SPRINGVILLE,Multifamily Condo,Drew Thompson,Taylor Morgan,Vendor Invoice Review,Late payment; Approval status: Pending,Medium,In Review,"Invoice INV-0109-02-06587 requires review: Late payment, Approval status: Pending.","Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0001107,2025-02-01,PROP-0150,42 SKILLMAN STREET,Brooklyn,BEDFORD STUYVESANT,Multifamily Condo,Drew Thompson,Nadia Williams,Vendor Invoice Review,Approval status: Pending,Medium,Open,Invoice INV-0150-02-09040 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0001523,2025-02-01,PROP-0004,21 EAST 66 STREET,Manhattan,UPPER EAST SIDE (59-79),Multifamily Condo,Jordan Lee,Taylor Morgan,Monthly Financial Review,Income below budget,Medium,Open,Income below budget detected for 2025-02-01. Expense variance 10.5%; income variance -8.2%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open item follow-up
REV-0001287,2025-02-01,PROP-0037,429 GREENWICH STREET,Manhattan,TRIBECA,Multifamily Condo,Jordan Lee,Taylor Morgan,Monthly Financial Review,Expense over budget,Medium,In Review,Expense over budget detected for 2025-02-01. Expense variance 18.4%; income variance -4.8%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Continue review
REV-0001956,2025-02-01,PROP-0053,235 OCEAN PARKWAY,Brooklyn,KENSINGTON,Residential Condo,Jordan Lee,Casey Rivera,Operations/SLA Review,Overdue work order,Medium,In Review,Low priority HVAC work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Continue review
REV-0001278,2025-02-01,PROP-0076,1078 FULTON STREET,Brooklyn,BEDFORD STUYVESANT,Multifamily Condo,Jordan Lee,Nadia Williams,Monthly Financial Review,Income below budget,Medium,In Review,Income below budget detected for 2025-02-01. Expense variance -0.7%; income variance -8.2%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Continue review
REV-0000896,2025-02-01,PROP-0095,378 BALTIC STREET,Brooklyn,CARROLL GARDENS,Multifamily Condo,Jordan Lee,Jordan Lee,Vendor Invoice Review,Potential duplicate invoice,Medium,Open,Invoice INV-0094-06-05716 requires review: Potential duplicate invoice.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0000535,2025-02-01,PROP-0124,2132 2 AVENUE,Manhattan,HARLEM-EAST,Mixed-Use Condo,Jordan Lee,Taylor Morgan,Vendor Invoice Review,Approval status: Rejected,Medium,In Review,Invoice INV-0124-02-07484 requires review: Approval status: Rejected.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0002069,2025-02-01,PROP-0129,520 EAST 81 STREET,Manhattan,UPPER EAST SIDE (79-96),Residential Condo,Jordan Lee,Cameron Brooks,Operations/SLA Review,Overdue work order,Medium,In Review,Medium priority Plumbing work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Continue review
REV-0002079,2025-02-01,PROP-0153,2280 FREDERICK DOUGLASS BLVD,Manhattan,HARLEM-CENTRAL,Multifamily Condo,Jordan Lee,Morgan Patel,Operations/SLA Review,Overdue work order,Medium,In Review,Low priority HVAC work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Continue review
REV-0001304,2025-02-01,PROP-0008,145 LINCOLN AVENUE,Staten Island,GRANT CITY,Multifamily Condo,Morgan Patel,Cameron Brooks,Monthly Financial Review,Income below budget,Medium,Open,Income below budget detected for 2025-02-01. Expense variance 5.4%; income variance -10.9%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open item follow-up
REV-0001284,2025-02-01,PROP-0075,61-05 39 AVENUE,Queens,WOODSIDE,Multifamily Condo,Morgan Patel,Avery Johnson,Monthly Financial Review,Expense over budget,Medium,In Review,Expense over budget detected for 2025-02-01. Expense variance 14.7%; income variance -7.4%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Continue review
REV-0001268,2025-02-01,PROP-0143,54-09 108 STREET,Queens,CORONA,Multifamily Condo,Morgan Patel,Taylor Morgan,Monthly Financial Review,Income below budget,Medium,In Review,Income below budget detected for 2025-02-01. Expense variance 5.4%; income variance -9.1%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Continue review
REV-0001501,2025-02-01,PROP-0148,257 WEST 93 STREET,Manhattan,UPPER WEST SIDE (79-96),Multifamily Condo,Morgan Patel,Taylor Morgan,Monthly Financial Review,Expense over budget,Medium,In Review,Expense over budget detected for 2025-02-01. Expense variance 16.1%; income variance -4.9%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Continue review
REV-0000272,2025-02-01,PROP-0041,601 WEST 41 STREET,Manhattan,CLINTON,Multifamily Condo,Nadia Williams,Jordan Lee,Vendor Invoice Review,Late payment,Medium,Open,Invoice INV-0041-02-02456 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0000569,2025-02-01,PROP-0103,7 GRAMERCY PARK WEST,Manhattan,GRAMERCY,Multifamily Condo,Nadia Williams,Nadia Williams,Vendor Invoice Review,Late payment,Medium,Open,Invoice INV-0103-02-06216 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0001453,2025-02-01,PROP-0146,2300 FREDERICK DOUGLASS BLVD.,Manhattan,HARLEM-CENTRAL,Retail-Adjacent Condo,Nadia Williams,Drew Thompson,Monthly Financial Review,Expense over budget,Medium,In Review,Expense over budget detected for 2025-02-01. Expense variance 17.1%; income variance -3.7%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Continue review
REV-0001795,2025-02-01,PROP-0016,252 7 AVENUE,Manhattan,CHELSEA,Multifamily Condo,Riley Chen,Nadia Williams,Operations/SLA Review,Overdue work order,Medium,Open,Medium priority Elevator work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open item follow-up
REV-0001386,2025-02-01,PROP-0020,299 BEDFORD AVENUE,Brooklyn,WILLIAMSBURG-SOUTH,Retail-Adjacent Condo,Riley Chen,Morgan Patel,Monthly Financial Review,Income below budget,Medium,In Review,Income below budget detected for 2025-02-01. Expense variance 4.6%; income variance -10.2%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Continue review
REV-0000845,2025-02-01,PROP-0038,950 41 STREET,Brooklyn,BOROUGH PARK,Multifamily Condo,Riley Chen,Drew Thompson,Vendor Invoice Review,Approval status: Pending,Medium,Open,Invoice INV-0038-02-02265 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0002066,2025-02-01,PROP-0038,950 41 STREET,Brooklyn,BOROUGH PARK,Multifamily Condo,Riley Chen,Cameron Brooks,Operations/SLA Review,Overdue work order,Medium,Open,Medium priority Preventive Maintenance work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open item follow-up
REV-0001389,2025-02-01,PROP-0059,31 MONROE STREET,Manhattan,LOWER EAST SIDE,Multifamily Condo,Riley Chen,Cameron Brooks,Monthly Financial Review,Income below budget,Medium,In Review,Income below budget detected for 2025-02-01. Expense variance 0.4%; income variance -8.8%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Continue review
REV-0001711,2025-02-01,PROP-0059,31 MONROE STREET,Manhattan,LOWER EAST SIDE,Multifamily Condo,Riley Chen,Nadia Williams,Operations/SLA Review,Overdue work order,Medium,Open,Low priority Plumbing work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open item follow-up
REV-0002147,2025-02-01,PROP-0081,14 EAST 33 STREET,Manhattan,MURRAY HILL,Multifamily Condo,Riley Chen,Jordan Lee,Operations/SLA Review,Overdue work order,Medium,In Review,Medium priority Preventive Maintenance work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Continue review
REV-0001114,2025-02-01,PROP-0082,415 EAST 54 STREET,Manhattan,MIDTOWN EAST,Multifamily Condo,Riley Chen,Cameron Brooks,Vendor Invoice Review,Approval status: Pending,Medium,In Review,Invoice INV-0082-02-04980 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0001694,2025-02-01,PROP-0082,415 EAST 54 STREET,Manhattan,MIDTOWN EAST,Multifamily Condo,Riley Chen,Riley Chen,Monthly Financial Review,Income below budget,Medium,In Review,Income below budget detected for 2025-02-01. Expense variance 3.2%; income variance -10.5%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Continue review
REV-0000400,2025-02-01,PROP-0172,156 SACKETT STREET,Brooklyn,COBBLE HILL-WEST,Residential Condo,Riley Chen,Samira Khan,Vendor Invoice Review,Approval status: Pending,Medium,In Review,Invoice INV-0172-02-10355 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0001451,2025-02-01,PROP-0017,316 WEST 116 STREET,Manhattan,MANHATTAN VALLEY,Multifamily Condo,Samira Khan,Casey Rivera,Monthly Financial Review,Income below budget,Medium,Open,Income below budget detected for 2025-02-01. Expense variance 6.0%; income variance -9.3%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open item follow-up
REV-0001974,2025-02-01,PROP-0007,51 EAST 131 STREET,Manhattan,HARLEM-CENTRAL,Residential Condo,Taylor Morgan,Samira Khan,Operations/SLA Review,Overdue work order,Medium,Open,Medium priority Tenant Request work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open item follow-up
REV-0001849,2025-02-01,PROP-0024,359 16 STREET,Brooklyn,PARK SLOPE SOUTH,Retail-Adjacent Condo,Taylor Morgan,Jordan Lee,Operations/SLA Review,Overdue work order,Medium,Open,Low priority Tenant Request work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open item follow-up
REV-0001254,2025-02-01,PROP-0048,220 WEST 148 STREET,Manhattan,HARLEM-CENTRAL,Multifamily Condo,Taylor Morgan,Morgan Patel,Monthly Financial Review,Expense over budget,Medium,Open,Expense over budget detected for 2025-02-01. Expense variance 13.3%; income variance -2.0%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open item follow-up
REV-0001010,2025-02-01,PROP-0091,321 5 AVENUE,Manhattan,MURRAY HILL,Residential Condo,Taylor Morgan,Jordan Lee,Vendor Invoice Review,Approval status: Pending,Medium,Open,Invoice INV-0091-02-05522 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0001442,2025-02-01,PROP-0091,321 5 AVENUE,Manhattan,MURRAY HILL,Residential Condo,Taylor Morgan,Avery Johnson,Monthly Financial Review,Income below budget,Medium,In Review,Income below budget detected for 2025-02-01. Expense variance 1.1%; income variance -9.8%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Continue review
REV-0001484,2025-02-01,PROP-0100,18 ORCHARD STREET,Manhattan,LOWER EAST SIDE,Residential Condo,Taylor Morgan,Casey Rivera,Monthly Financial Review,Expense over budget,Medium,In Review,Expense over budget detected for 2025-02-01. Expense variance 13.1%; income variance -2.6%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Continue review
REV-0001116,2025-01-01,PROP-0078,250 EAST HOUSTON STREET,Manhattan,ALPHABET CITY,Multifamily Condo,Avery Johnson,Taylor Morgan,Vendor Invoice Review,Late payment,Medium,Open,Invoice INV-0078-01-04735 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0000474,2025-01-01,PROP-0152,2803 OCEAN PARKWAY,Brooklyn,BRIGHTON BEACH,Residential Condo,Avery Johnson,Taylor Morgan,Vendor Invoice Review,Missing GL code,Medium,Open,Invoice INV-0152-01-09151 requires review: Missing GL code.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0001390,2025-01-01,PROP-0002,7 NAVY PIER COURT,Staten Island,TOMPKINSVILLE,Mixed-Use Condo,Cameron Brooks,Samira Khan,Monthly Financial Review,Income below budget,Medium,Open,Income below budget detected for 2025-01-01. Expense variance 5.8%; income variance -11.7%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open item follow-up
REV-0001035,2025-01-01,PROP-0010,72 BERRY STREET,Brooklyn,WILLIAMSBURG-NORTH,Multifamily Condo,Cameron Brooks,Morgan Patel,Vendor Invoice Review,Approval status: Pending,Medium,In Review,Invoice INV-0010-01-00579 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0001592,2025-01-01,PROP-0010,72 BERRY STREET,Brooklyn,WILLIAMSBURG-NORTH,Multifamily Condo,Cameron Brooks,Morgan Patel,Monthly Financial Review,Expense over budget,Medium,In Review,Expense over budget detected for 2025-01-01. Expense variance 16.0%; income variance -1.3%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Continue review
REV-0001687,2025-01-01,PROP-0067,401 BEDFORD AVENUE,Brooklyn,WILLIAMSBURG-SOUTH,Residential Condo,Cameron Brooks,Casey Rivera,Monthly Financial Review,Expense over budget,Medium,Open,Expense over budget detected for 2025-01-01. Expense variance 13.6%; income variance -3.7%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open item follow-up
REV-0000404,2025-01-01,PROP-0073,1530 EAST 15 STREET,Brooklyn,MIDWOOD,Multifamily Condo,Cameron Brooks,Taylor Morgan,Vendor Invoice Review,Approval status: Pending,Medium,Open,Invoice INV-0073-01-04421 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0000409,2025-01-01,PROP-0074,30-02 39 AVENUE,Queens,LONG ISLAND CITY,Residential Condo,Cameron Brooks,Morgan Patel,Vendor Invoice Review,Late payment,Medium,In Review,Invoice INV-0074-01-04484 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0000918,2025-01-01,PROP-0106,467 CENTRAL PARK WEST,Manhattan,MANHATTAN VALLEY,Multifamily Condo,Cameron Brooks,Avery Johnson,Vendor Invoice Review,Approval status: Rejected,Medium,In Review,Invoice INV-0106-01-06388 requires review: Approval status: Rejected.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0001803,2025-01-01,PROP-0122,27 KING STREET,Manhattan,SOHO,Residential Condo,Cameron Brooks,Casey Rivera,Operations/SLA Review,Overdue work order,Medium,In Review,Medium priority Preventive Maintenance work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Continue review
REV-0000449,2025-01-01,PROP-0133,9 BARROW STREET,Manhattan,GREENWICH VILLAGE-WEST,Residential Condo,Cameron Brooks,Samira Khan,Vendor Invoice Review,Approval status: Pending,Medium,Open,Invoice INV-0133-01-08002 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0000516,2025-01-01,PROP-0133,9 BARROW STREET,Manhattan,GREENWICH VILLAGE-WEST,Residential Condo,Cameron Brooks,Cameron Brooks,Vendor Invoice Review,Missing GL code,Medium,Open,Invoice INV-0133-01-07999 requires review: Missing GL code.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0001004,2025-01-01,PROP-0042,205 BLEECKER STREET,Manhattan,GREENWICH VILLAGE-CENTRAL,Multifamily Condo,Casey Rivera,Casey Rivera,Vendor Invoice Review,Late payment; Approval status: Rejected,Medium,In Review,"Invoice INV-0042-01-02511 requires review: Late payment, Approval status: Rejected.","Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0001875,2025-01-01,PROP-0097,416 WEST 52 STREET,Manhattan,CLINTON,Multifamily Condo,Casey Rivera,Riley Chen,Operations/SLA Review,Overdue work order,Medium,Open,Medium priority Tenant Request work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open item follow-up
REV-0000723,2025-01-01,PROP-0023,150 FEATHERBED LANE,Bronx,HIGHBRIDGE/MORRIS HEIGHTS,Multifamily Condo,Drew Thompson,Riley Chen,Vendor Invoice Review,Late payment,Medium,In Review,Invoice INV-0023-01-01403 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0000855,2025-01-01,PROP-0096,302 BROOME STREET,Manhattan,LOWER EAST SIDE,Multifamily Condo,Drew Thompson,Nadia Williams,Vendor Invoice Review,Approval status: Pending,Medium,Open,Invoice INV-0096-01-05801 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0000504,2025-01-01,PROP-0173,420 LEXINGTON AVENUE,Brooklyn,BEDFORD STUYVESANT,Multifamily Condo,Drew Thompson,Nadia Williams,Vendor Invoice Review,Approval status: Rejected,Medium,In Review,Invoice INV-0173-01-10402 requires review: Approval status: Rejected.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0000925,2025-01-01,PROP-0004,21 EAST 66 STREET,Manhattan,UPPER EAST SIDE (59-79),Multifamily Condo,Jordan Lee,Riley Chen,Vendor Invoice Review,Missing GL code,Medium,In Review,Invoice INV-0004-01-00199 requires review: Missing GL code.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0000406,2025-01-01,PROP-0015,38-22 147 STREET,Queens,FLUSHING-NORTH,Multifamily Condo,Jordan Lee,Drew Thompson,Vendor Invoice Review,Approval status: Pending,Medium,Open,Invoice INV-0015-01-00916 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0001515,2025-01-01,PROP-0063,577 WEST 161 STREET,Manhattan,WASHINGTON HEIGHTS LOWER,Multifamily Condo,Jordan Lee,Avery Johnson,Monthly Financial Review,Income below budget,Medium,Open,Income below budget detected for 2025-01-01. Expense variance -0.6%; income variance -8.3%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open item follow-up
REV-0000830,2025-01-01,PROP-0069,90 BAY STREET LANDING,Staten Island,NEW BRIGHTON-ST. GEORGE,Multifamily Condo,Jordan Lee,Taylor Morgan,Vendor Invoice Review,Approval status: Rejected,Medium,Open,Invoice INV-0069-01-04182 requires review: Approval status: Rejected.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0000330,2025-01-01,PROP-0129,520 EAST 81 STREET,Manhattan,UPPER EAST SIDE (79-96),Residential Condo,Jordan Lee,Riley Chen,Vendor Invoice Review,Late payment,Medium,Open,Invoice INV-0129-01-07765 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0002088,2025-01-01,PROP-0129,520 EAST 81 STREET,Manhattan,UPPER EAST SIDE (79-96),Residential Condo,Jordan Lee,Avery Johnson,Operations/SLA Review,Overdue work order,Medium,In Review,Low priority Electrical work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Continue review
REV-0000673,2025-01-01,PROP-0159,79 LAIGHT STREET,Manhattan,TRIBECA,Multifamily Condo,Jordan Lee,Drew Thompson,Vendor Invoice Review,Missing GL code,Medium,Open,Invoice INV-0159-01-09570 requires review: Missing GL code.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0001002,2025-01-01,PROP-0148,257 WEST 93 STREET,Manhattan,UPPER WEST SIDE (79-96),Multifamily Condo,Morgan Patel,Avery Johnson,Vendor Invoice Review,Approval status: Pending,Medium,In Review,Invoice INV-0148-01-08918 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0001816,2025-01-01,PROP-0148,257 WEST 93 STREET,Manhattan,UPPER WEST SIDE (79-96),Multifamily Condo,Morgan Patel,Taylor Morgan,Operations/SLA Review,Overdue work order,Medium,In Review,Medium priority Janitorial work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Continue review
REV-0001928,2025-01-01,PROP-0033,550 VANDERBILT AVENUE,Brooklyn,PROSPECT HEIGHTS,Multifamily Condo,Nadia Williams,Jordan Lee,Operations/SLA Review,Overdue work order,Medium,Open,Medium priority HVAC work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open item follow-up
REV-0001997,2025-01-01,PROP-0085,102 BRADHURST AVENUE,Manhattan,HARLEM-CENTRAL,Residential Condo,Nadia Williams,Cameron Brooks,Operations/SLA Review,Overdue work order,Medium,In Review,Low priority Elevator work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Continue review
REV-0000644,2025-01-01,PROP-0102,46-22 171 STREET,Queens,FLUSHING-NORTH,Mixed-Use Condo,Nadia Williams,Jordan Lee,Vendor Invoice Review,Late payment,Medium,Open,Invoice INV-0102-01-06159 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0001378,2025-01-01,PROP-0119,318 WARREN STREET,Brooklyn,BOERUM HILL,Retail-Adjacent Condo,Nadia Williams,Morgan Patel,Monthly Financial Review,Expense over budget,Medium,Open,Expense over budget detected for 2025-01-01. Expense variance 14.6%; income variance -4.2%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open item follow-up
REV-0001709,2025-01-01,PROP-0119,318 WARREN STREET,Brooklyn,BOERUM HILL,Retail-Adjacent Condo,Nadia Williams,Samira Khan,Operations/SLA Review,Overdue work order,Medium,Open,Low priority Janitorial work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open item follow-up
REV-0002183,2025-01-01,PROP-0119,318 WARREN STREET,Brooklyn,BOERUM HILL,Retail-Adjacent Condo,Nadia Williams,Riley Chen,Operations/SLA Review,Overdue work order,Medium,Open,Medium priority HVAC work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open item follow-up
REV-0001518,2025-01-01,PROP-0146,2300 FREDERICK DOUGLASS BLVD.,Manhattan,HARLEM-CENTRAL,Retail-Adjacent Condo,Nadia Williams,Casey Rivera,Monthly Financial Review,Expense over budget,Medium,Open,Expense over budget detected for 2025-01-01. Expense variance 12.8%; income variance -4.9%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open item follow-up
REV-0000273,2025-01-01,PROP-0003,113 ELDRIDGE STREET,Manhattan,LOWER EAST SIDE,Mixed-Use Condo,Riley Chen,Morgan Patel,Vendor Invoice Review,Late payment,Medium,In Review,Invoice INV-0003-01-00128 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0001244,2025-01-01,PROP-0019,29 SOUTH 3 STREET,Brooklyn,WILLIAMSBURG-SOUTH,Mixed-Use Condo,Riley Chen,Samira Khan,Monthly Financial Review,Expense over budget,Medium,Open,Expense over budget detected for 2025-01-01. Expense variance 14.7%; income variance -7.8%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open item follow-up
REV-0000070,2025-01-01,PROP-0052,150 EAST 37 STREET,Manhattan,MURRAY HILL,Mixed-Use Condo,Riley Chen,Samira Khan,Vendor Invoice Review,Late payment,Medium,In Review,Invoice INV-0052-01-03142 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0001550,2025-01-01,PROP-0052,150 EAST 37 STREET,Manhattan,MURRAY HILL,Mixed-Use Condo,Riley Chen,Cameron Brooks,Monthly Financial Review,Income below budget,Medium,Open,Income below budget detected for 2025-01-01. Expense variance 11.6%; income variance -9.1%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open item follow-up
REV-0000453,2025-01-01,PROP-0110,339 EAST 74 STREET,Manhattan,UPPER EAST SIDE (59-79),Multifamily Condo,Riley Chen,Avery Johnson,Vendor Invoice Review,Approval status: Pending,Medium,Open,Invoice INV-0110-01-06641 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0000430,2025-01-01,PROP-0118,195 HUDSON STREET,Manhattan,TRIBECA,Multifamily Condo,Riley Chen,Morgan Patel,Vendor Invoice Review,Approval status: Pending,Medium,In Review,Invoice INV-0118-01-07127 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0000804,2025-01-01,PROP-0165,102 MADISON STREET,Manhattan,LOWER EAST SIDE,Mixed-Use Condo,Riley Chen,Drew Thompson,Vendor Invoice Review,Approval status: Pending,Medium,In Review,Invoice INV-0165-01-09916 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0000734,2025-01-01,PROP-0043,376 WALLABOUT STREET,Brooklyn,WILLIAMSBURG-CENTRAL,Mixed-Use Condo,Taylor Morgan,Morgan Patel,Vendor Invoice Review,Missing GL code; Approval status: Pending,Medium,Open,"Invoice INV-0043-01-02579 requires review: Missing GL code, Approval status: Pending.","Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0000123,2025-01-01,PROP-0068,42-83 HUNTER STREET,Queens,LONG ISLAND CITY,Retail-Adjacent Condo,Taylor Morgan,Taylor Morgan,Vendor Invoice Review,Approval status: Pending,Medium,In Review,Invoice INV-0068-01-04129 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
