review_id,property_id,month,review_type,issue_category,severity,finding_description,recommendation,status,owner,synthetic_record
REV-0001786,PROP-0011,2025-02-01,Operations/SLA Review,Overdue work order,High,High priority Plumbing work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",In Review,Morgan Patel,True
REV-0001787,PROP-0135,2025-12-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Security work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Morgan Patel,True
REV-0001788,PROP-0097,2025-05-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Tenant Request work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Morgan Patel,True
REV-0001789,PROP-0133,2025-04-01,Operations/SLA Review,Overdue work order,Medium,Low priority Tenant Request work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Jordan Lee,True
REV-0001790,PROP-0170,2025-11-01,Operations/SLA Review,Overdue work order,Medium,Low priority Tenant Request work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Riley Chen,True
REV-0001791,PROP-0015,2025-11-01,Operations/SLA Review,Overdue work order,Medium,Low priority Preventive Maintenance work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Taylor Morgan,True
REV-0001792,PROP-0033,2025-10-01,Operations/SLA Review,Overdue work order,High,High priority HVAC work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Taylor Morgan,True
REV-0001793,PROP-0172,2025-02-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Electrical work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Riley Chen,True
REV-0001794,PROP-0175,2025-12-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Plumbing work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Riley Chen,True
REV-0001795,PROP-0016,2025-02-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Elevator work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Nadia Williams,True
REV-0001796,PROP-0129,2025-09-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Elevator work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Avery Johnson,True
REV-0001797,PROP-0084,2025-08-01,Operations/SLA Review,Overdue work order,High,High priority Tenant Request work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Cameron Brooks,True
REV-0001798,PROP-0002,2025-02-01,Operations/SLA Review,Overdue work order,Medium,Low priority Plumbing work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Riley Chen,True
REV-0001799,PROP-0036,2025-07-01,Operations/SLA Review,Overdue work order,Medium,Low priority Plumbing work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",In Review,Jordan Lee,True
REV-0001800,PROP-0035,2025-09-01,Operations/SLA Review,Overdue work order,High,High priority Janitorial work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Nadia Williams,True
REV-0001801,PROP-0118,2025-05-01,Operations/SLA Review,Overdue work order,High,High priority Common Area work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Jordan Lee,True
REV-0001802,PROP-0078,2025-04-01,Operations/SLA Review,Overdue work order,Medium,Low priority Electrical work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",In Review,Avery Johnson,True
REV-0001803,PROP-0122,2025-01-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Preventive Maintenance work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",In Review,Casey Rivera,True
REV-0001804,PROP-0145,2025-12-01,Operations/SLA Review,Overdue work order,High,High priority Preventive Maintenance work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",In Review,Jordan Lee,True
REV-0001805,PROP-0141,2025-12-01,Operations/SLA Review,Overdue work order,High,Critical priority Plumbing work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Taylor Morgan,True
REV-0001806,PROP-0015,2025-12-01,Operations/SLA Review,Overdue work order,High,High priority Preventive Maintenance work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Riley Chen,True
REV-0001807,PROP-0082,2025-11-01,Operations/SLA Review,Overdue work order,Medium,Low priority Plumbing work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",In Review,Morgan Patel,True
REV-0001808,PROP-0114,2025-04-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Electrical work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Cameron Brooks,True
REV-0001809,PROP-0085,2025-09-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Electrical work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Nadia Williams,True
REV-0001810,PROP-0055,2025-02-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Electrical work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Morgan Patel,True
REV-0001811,PROP-0102,2025-12-01,Operations/SLA Review,Overdue work order,Medium,Low priority Preventive Maintenance work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",In Review,Jordan Lee,True
REV-0001812,PROP-0095,2025-12-01,Operations/SLA Review,Overdue work order,High,High priority HVAC work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",In Review,Avery Johnson,True
REV-0001813,PROP-0109,2025-11-01,Operations/SLA Review,Overdue work order,High,High priority HVAC work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Taylor Morgan,True
REV-0001814,PROP-0159,2025-03-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Security work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Riley Chen,True
REV-0001815,PROP-0119,2025-02-01,Operations/SLA Review,Overdue work order,High,High priority Plumbing work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Nadia Williams,True
REV-0001816,PROP-0148,2025-01-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Janitorial work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",In Review,Taylor Morgan,True
REV-0001817,PROP-0067,2025-02-01,Operations/SLA Review,Overdue work order,High,High priority Elevator work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Jordan Lee,True
REV-0001818,PROP-0074,2025-08-01,Operations/SLA Review,Overdue work order,High,High priority Janitorial work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Samira Khan,True
REV-0001819,PROP-0046,2025-04-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Electrical work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Jordan Lee,True
REV-0001820,PROP-0079,2025-04-01,Operations/SLA Review,Overdue work order,High,High priority Electrical work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Drew Thompson,True
REV-0001821,PROP-0168,2025-11-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Common Area work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Riley Chen,True
REV-0001822,PROP-0168,2025-08-01,Operations/SLA Review,Overdue work order,High,High priority Janitorial work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Nadia Williams,True
REV-0001823,PROP-0056,2025-07-01,Operations/SLA Review,Overdue work order,Medium,Low priority Elevator work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",In Review,Morgan Patel,True
REV-0001824,PROP-0135,2025-08-01,Operations/SLA Review,Overdue work order,High,High priority Electrical work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",In Review,Casey Rivera,True
REV-0001825,PROP-0060,2025-08-01,Operations/SLA Review,Overdue work order,High,High priority Electrical work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Riley Chen,True
REV-0001826,PROP-0125,2025-10-01,Operations/SLA Review,Overdue work order,High,High priority Tenant Request work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",In Review,Morgan Patel,True
REV-0001827,PROP-0112,2025-07-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Common Area work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Avery Johnson,True
REV-0001828,PROP-0135,2025-08-01,Operations/SLA Review,Overdue work order,High,High priority HVAC work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Morgan Patel,True
REV-0001829,PROP-0117,2025-12-01,Operations/SLA Review,Overdue work order,High,Critical priority Janitorial work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",In Review,Drew Thompson,True
REV-0001830,PROP-0055,2025-01-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Tenant Request work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Nadia Williams,True
REV-0001831,PROP-0142,2025-06-01,Operations/SLA Review,Overdue work order,High,High priority Tenant Request work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",In Review,Samira Khan,True
REV-0001832,PROP-0139,2025-04-01,Operations/SLA Review,Overdue work order,High,High priority Tenant Request work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Morgan Patel,True
REV-0001833,PROP-0114,2025-04-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Security work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Riley Chen,True
REV-0001834,PROP-0093,2025-11-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Janitorial work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",In Review,Taylor Morgan,True
REV-0001835,PROP-0140,2025-01-01,Operations/SLA Review,Overdue work order,High,Critical priority HVAC work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",In Review,Morgan Patel,True
REV-0001836,PROP-0130,2025-09-01,Operations/SLA Review,Overdue work order,High,High priority Plumbing work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Samira Khan,True
REV-0001837,PROP-0122,2025-06-01,Operations/SLA Review,Overdue work order,Medium,Low priority Security work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Nadia Williams,True
REV-0001838,PROP-0074,2025-10-01,Operations/SLA Review,Overdue work order,Medium,Low priority Common Area work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Riley Chen,True
REV-0001839,PROP-0016,2025-07-01,Operations/SLA Review,Overdue work order,High,High priority Electrical work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Taylor Morgan,True
REV-0001840,PROP-0154,2025-01-01,Operations/SLA Review,Overdue work order,Medium,Low priority HVAC work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Riley Chen,True
REV-0001841,PROP-0031,2025-02-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Preventive Maintenance work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Taylor Morgan,True
REV-0001842,PROP-0173,2025-07-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Tenant Request work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",In Review,Drew Thompson,True
REV-0001843,PROP-0026,2025-07-01,Operations/SLA Review,Overdue work order,High,Critical priority Common Area work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Casey Rivera,True
REV-0001844,PROP-0005,2025-10-01,Operations/SLA Review,Overdue work order,High,High priority Electrical work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Taylor Morgan,True
REV-0001845,PROP-0107,2025-08-01,Operations/SLA Review,Overdue work order,High,High priority Janitorial work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Taylor Morgan,True
REV-0001846,PROP-0171,2025-10-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Tenant Request work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Avery Johnson,True
REV-0001847,PROP-0109,2025-08-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Janitorial work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",In Review,Taylor Morgan,True
REV-0001848,PROP-0075,2025-06-01,Operations/SLA Review,Overdue work order,High,High priority Elevator work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Drew Thompson,True
REV-0001849,PROP-0024,2025-02-01,Operations/SLA Review,Overdue work order,Medium,Low priority Tenant Request work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Jordan Lee,True
REV-0001850,PROP-0005,2025-06-01,Operations/SLA Review,Overdue work order,Medium,Low priority Plumbing work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",In Review,Taylor Morgan,True
REV-0001851,PROP-0098,2025-03-01,Operations/SLA Review,Overdue work order,High,High priority Preventive Maintenance work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Samira Khan,True
REV-0001852,PROP-0070,2025-05-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Electrical work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Drew Thompson,True
REV-0001853,PROP-0125,2025-05-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Tenant Request work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",In Review,Cameron Brooks,True
REV-0001854,PROP-0170,2025-04-01,Operations/SLA Review,Overdue work order,Medium,Low priority Electrical work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Morgan Patel,True
REV-0001855,PROP-0042,2025-12-01,Operations/SLA Review,Overdue work order,High,High priority Janitorial work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Casey Rivera,True
REV-0001856,PROP-0038,2025-03-01,Operations/SLA Review,Overdue work order,High,High priority Security work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Drew Thompson,True
REV-0001857,PROP-0159,2025-05-01,Operations/SLA Review,Overdue work order,Medium,Low priority Elevator work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Nadia Williams,True
REV-0001858,PROP-0076,2025-06-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Tenant Request work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Cameron Brooks,True
REV-0001859,PROP-0016,2025-04-01,Operations/SLA Review,Overdue work order,High,High priority Tenant Request work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",In Review,Drew Thompson,True
REV-0001860,PROP-0121,2025-04-01,Operations/SLA Review,Overdue work order,Medium,Low priority Tenant Request work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Drew Thompson,True
REV-0001861,PROP-0094,2025-02-01,Operations/SLA Review,Overdue work order,High,High priority HVAC work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Samira Khan,True
REV-0001862,PROP-0079,2025-10-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Tenant Request work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Avery Johnson,True
REV-0001863,PROP-0173,2025-09-01,Operations/SLA Review,Overdue work order,Medium,Low priority Tenant Request work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Samira Khan,True
REV-0001864,PROP-0099,2025-10-01,Operations/SLA Review,Overdue work order,Medium,Medium priority HVAC work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Samira Khan,True
REV-0001865,PROP-0079,2025-09-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Janitorial work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",In Review,Drew Thompson,True
REV-0001866,PROP-0160,2025-07-01,Operations/SLA Review,Overdue work order,Medium,Medium priority HVAC work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Nadia Williams,True
REV-0001867,PROP-0140,2025-12-01,Operations/SLA Review,Overdue work order,High,Critical priority Preventive Maintenance work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Drew Thompson,True
REV-0001868,PROP-0129,2025-12-01,Operations/SLA Review,Overdue work order,Medium,Low priority Plumbing work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",In Review,Taylor Morgan,True
REV-0001869,PROP-0110,2025-06-01,Operations/SLA Review,Overdue work order,Medium,Low priority HVAC work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",In Review,Riley Chen,True
REV-0001870,PROP-0074,2025-02-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Janitorial work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Morgan Patel,True
REV-0001871,PROP-0096,2025-05-01,Operations/SLA Review,Overdue work order,High,High priority Elevator work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Casey Rivera,True
REV-0001872,PROP-0131,2025-03-01,Operations/SLA Review,Overdue work order,High,Critical priority Janitorial work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Taylor Morgan,True
REV-0001873,PROP-0135,2025-09-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Electrical work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Riley Chen,True
REV-0001874,PROP-0169,2025-12-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Elevator work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Drew Thompson,True
REV-0001875,PROP-0097,2025-01-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Tenant Request work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Riley Chen,True
REV-0001876,PROP-0135,2025-09-01,Operations/SLA Review,Overdue work order,High,Critical priority Security work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Cameron Brooks,True
REV-0001877,PROP-0003,2025-07-01,Operations/SLA Review,Overdue work order,High,High priority Tenant Request work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Nadia Williams,True
REV-0001878,PROP-0144,2025-06-01,Operations/SLA Review,Overdue work order,High,High priority Elevator work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Avery Johnson,True
REV-0001879,PROP-0093,2025-03-01,Operations/SLA Review,Overdue work order,Medium,Low priority Elevator work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",In Review,Cameron Brooks,True
REV-0001880,PROP-0001,2025-05-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Elevator work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Avery Johnson,True
REV-0001881,PROP-0059,2025-08-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Tenant Request work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Nadia Williams,True
REV-0001882,PROP-0151,2025-04-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Common Area work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Cameron Brooks,True
REV-0001883,PROP-0141,2025-05-01,Operations/SLA Review,Overdue work order,Medium,Low priority Elevator work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Riley Chen,True
REV-0001884,PROP-0155,2025-10-01,Operations/SLA Review,Overdue work order,Medium,Low priority Plumbing work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Casey Rivera,True
REV-0001885,PROP-0076,2025-10-01,Operations/SLA Review,Overdue work order,High,High priority Elevator work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Riley Chen,True
REV-0001886,PROP-0028,2025-06-01,Operations/SLA Review,Overdue work order,High,Critical priority Preventive Maintenance work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Jordan Lee,True
REV-0001887,PROP-0125,2025-12-01,Operations/SLA Review,Overdue work order,High,High priority HVAC work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",In Review,Avery Johnson,True
REV-0001888,PROP-0118,2025-11-01,Operations/SLA Review,Overdue work order,High,High priority Janitorial work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Jordan Lee,True
REV-0001889,PROP-0100,2025-09-01,Operations/SLA Review,Overdue work order,Medium,Low priority Janitorial work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",In Review,Morgan Patel,True
REV-0001890,PROP-0084,2025-08-01,Operations/SLA Review,Overdue work order,High,Critical priority Plumbing work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Cameron Brooks,True
REV-0001891,PROP-0016,2025-02-01,Operations/SLA Review,Overdue work order,High,High priority Elevator work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Cameron Brooks,True
REV-0001892,PROP-0011,2025-05-01,Operations/SLA Review,Overdue work order,High,High priority Preventive Maintenance work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Casey Rivera,True
REV-0001893,PROP-0077,2025-06-01,Operations/SLA Review,Overdue work order,High,High priority Preventive Maintenance work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Cameron Brooks,True
REV-0001894,PROP-0066,2025-03-01,Operations/SLA Review,Overdue work order,Medium,Low priority Plumbing work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Taylor Morgan,True
REV-0001895,PROP-0122,2025-07-01,Operations/SLA Review,Overdue work order,High,High priority Electrical work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Drew Thompson,True
REV-0001896,PROP-0068,2025-01-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Preventive Maintenance work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Drew Thompson,True
REV-0001897,PROP-0079,2025-07-01,Operations/SLA Review,Overdue work order,High,Critical priority Tenant Request work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Taylor Morgan,True
REV-0001898,PROP-0072,2025-06-01,Operations/SLA Review,Overdue work order,High,High priority Tenant Request work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",In Review,Samira Khan,True
REV-0001899,PROP-0159,2025-11-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Electrical work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Cameron Brooks,True
REV-0001900,PROP-0061,2025-09-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Janitorial work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Jordan Lee,True
REV-0001901,PROP-0079,2025-02-01,Operations/SLA Review,Overdue work order,High,High priority Tenant Request work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",In Review,Avery Johnson,True
REV-0001902,PROP-0146,2025-06-01,Operations/SLA Review,Overdue work order,Medium,Medium priority HVAC work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Drew Thompson,True
REV-0001903,PROP-0140,2025-11-01,Operations/SLA Review,Overdue work order,High,High priority Security work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Morgan Patel,True
REV-0001904,PROP-0170,2025-10-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Plumbing work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Avery Johnson,True
REV-0001905,PROP-0125,2025-08-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Electrical work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Drew Thompson,True
REV-0001906,PROP-0008,2025-12-01,Operations/SLA Review,Overdue work order,Medium,Low priority Plumbing work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",In Review,Morgan Patel,True
REV-0001907,PROP-0023,2025-10-01,Operations/SLA Review,Overdue work order,Medium,Low priority HVAC work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Samira Khan,True
REV-0001908,PROP-0047,2025-08-01,Operations/SLA Review,Overdue work order,Medium,Low priority Electrical work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Avery Johnson,True
